answer,subject,choice_3,choice_2,choice_1,choice_0,question
1,miscellaneous,نیلا,سبز,پیلا,سرخ,کون سا رنگ روشنی کے بنیادی رنگوں میں سے ایک نہیں سمجھا جاتا؟
2,miscellaneous,گھٹنے,آنکھ,ہاتھ,کان,اگر کسی کو موتیا بند ہو تو اس کے جسم کے کس حصے کے آپریشن کی ضرورت ہو سکتی ہے؟
1,miscellaneous,انیسویں صدی کے آخر میں خواتین کی کرسچن ٹیمپرنس یونین کا کنونشن,انیسویں صدی کے اواخر میں چوٹاکو اسمبلی کے سامنے ایک پیشکش,انیسویں صدی کے اوائل میں دوسری عظیم بیداری کی ایک فرنٹیئر کیمپ میٹنگ,انقلاب کے وقت پنسلوانیا کے کوئکرز کا اجلاس,"""میں نے سات وزیروں کو شمار کیا جو ایک ساتھ تبلیغ کر رہے تھے... کچھ لوگ گا رہے تھے، کچھ دعا کر رہے تھے، کچھ انتہائی رحمدل لہجے میں رحم کے لیے رو رہے تھے۔"" مندرجہ بالا اقتباس ایک ایسے ایونٹ میں گروپ کی شرکت کو بیان کرتا ہے جو درج ذیل میں سے کس کی سب سے زیادہ خصوصیت تھی؟"
3,miscellaneous,چار,تین,دو,ایک,بیس بال میں کتنی گیندیں چلتی ہیں؟
0,miscellaneous,کیتھارٹک,منصوبہ بندی,پیڈینٹک,خانہ بدوش,کون سی اصطلاح ایک ایسے قبیلے کو بیان کرتی ہے جس کا کوئی وطن نہیں ہے اور وہ جگہ جگہ گھومتا ہے؟
3,miscellaneous,ڈچ,جرمن,سویڈش,ڈینش,نیدرلینڈز کی سرکاری زبان کیا ہے؟
3,miscellaneous,شیلفش,چکن,جو,ھٹی پھل,ان میں سے کون سی خوراک روایتی طور پر کوشر نہیں سمجھی جاتی ہے؟
1,miscellaneous,عالمی-مقامی تسلسل,مداخلت کا موقع,محنت کی عالمی تقسیم,بنیادی معاشی سرگرمی,امریکہ اور یورپ میں قائم جوتے بنانے والی کمپنیوں کی جانب سے ایشیائی ممالک میں سستی مزدوری کا استعمال مندرجہ ذیل میں سے کس کی مثال ہے؟
2,miscellaneous,بیرومیٹر,ہائیگرو میٹر,ammeter,اینیمومیٹر,نمی کی پیمائش کے لیے درج ذیل میں سے کون سا آلہ استعمال ہوتا ہے؟
2,miscellaneous,ایل ایل پی,کارپوریشن,پی سی,LLC,"Jacques, Hedwig, and Reyes ایک کاروباری ادارہ بنانا چاہتے ہیں جس کے ذریعے وہ عوام کو ایکویٹی شیئرز بیچ کر سرمایہ اکٹھا کر سکیں۔ انہیں مندرجہ ذیل میں سے کون سا کاروباری ڈھانچہ اپنانا چاہیے؟"
1,miscellaneous,اونٹ,لانسلوٹ,کنگ آرتھر,مرلن,آرتھورین لیجنڈ میں گینیور سے کس کی شادی ہوئی؟
3,miscellaneous,صرف پڑھنے کی میموری,رینڈم آبجیکٹ میموری,رن-دیگر میموری,واقعی غیر واضح میموری,CD-ROM میں 'ROM' کا کیا مطلب ہے؟
2,miscellaneous,21,20,15,11,کارڈ گیم بلیک جیک میں ملکہ اور بادشاہ کی ایک ساتھ کتنی قیمت ہے؟
1,miscellaneous,ٹیشا کیمبل,پاؤلا عبدل,روزی پیریز,جینیفر لوپیز,ان میں سے کس اداکار نے اسپائک لی کی 'ڈو دی رائٹ تھنگ' سے اپنی فلمی شروعات کی؟
0,miscellaneous,2250,2000,1667,1500,"ایک کسان $40,000 میں ایک نیا ٹریکٹر خریدتا ہے اور اسے 20 سال تک استعمال کرنے کی توقع رکھتا ہے، جس کے بعد ٹریکٹر کی بچت کی قیمت $10,000 ہوگی۔ وہ کون سی سیدھی لائن فرسودگی ہے جو ملکیت کے پہلے سال کے لیے لی جا سکتی ہے؟"
1,miscellaneous,لکیری,ہائپربولک,یوکلیڈین,بیضوی,کس قسم کی جیومیٹری میں مثلث کے اندر زاویوں کا مجموعہ بالکل 180 ڈگری کے برابر ہوتا ہے؟
3,miscellaneous,کل متغیر لاگت,کل مقررہ لاگت,معمولی قیمت,اوسط کل لاگت,مندرجہ ذیل میں سے کون سی قلیل مدتی لاگت ہمیشہ پیداوار بڑھنے کے ساتھ بڑھ جاتی ہے؟
2,miscellaneous,فلنری او کونر کی پرتشدد ریچھ اسے دور کر رہی ہے۔,جارج آرویل کا 1984,تھامس پینچن کا وی۔,E.M. Forster's A Passage to India,کتاب نے دہشت گردی کے ذریعے غیر انسانی ہونے کی ایک پاگل دنیا کا اعلان کیا جس میں فرد کو ایک طاقتور اشرافیہ نے منظم طریقے سے ختم کر دیا تھا۔ اس کے کلیدی فقرے ’’بگ برادر، ڈبل تھنک، نیوز اسپیک، وزارتِ امن (جنگ کے لیے وقف)، وزارتِ سچائی (جھوٹ کے لیے وقف)، وزارتِ محبت (تشدد کے لیے وقف)، جدید شعور کی طرف ایک دم سے اپنا راستہ جلا ڈالی۔ . مذکورہ بالا عبارت بحث کرتی ہے۔
1,miscellaneous,میلبورن,آکلینڈ,ویلنگٹن,سڈنی,نیوزی لینڈ کا دارالحکومت کیا ہے؟
1,miscellaneous,لائٹ برائٹ,لنکن لاگز,ہولا ہوپ,بینی بیبیز,فلم 'دی ہڈسکر پراکسی' میں کون سا مقبول کھلونا دکھایا گیا ہے؟
2,miscellaneous,نومبر,اگست,مئی,جنوری,امریکہ میں شادیوں کے لیے سب سے زیادہ مقبول مہینہ کون سا ہے؟
1,miscellaneous,شیمپ,گھوبگھرالی,لیری,مو,تین کٹھ پتلیوں میں سے کس کا دوسروں سے تعلق نہیں تھا؟
3,miscellaneous,پیلیٹ,جوتا,چترالی,موسل,پینٹنگ کے دوران رنگوں کو ملانے کے لیے استعمال ہونے والے پتلے بورڈ کا کیا نام ہے؟
2,miscellaneous,سکون,سکیلپ,چوری,شلوٹ,آپ ان میں سے کون سی خوراک سمندر میں پکڑ سکتے ہیں؟
3,miscellaneous,چاندی,سٹیل,سونا,پلاٹینم,اگر کسی انگوٹھی پر نمبر 925 کی مہر لگی ہوئی ہے تو غالباً یہ کس مواد سے بنی ہے؟
3,miscellaneous,کیا مصنف سامعین کے جذبات کو متاثر کرنے کے لیے ذاتی روابط اور کہانیوں کا استعمال کرتا ہے؟,کیا مصنف سامعین کے سامنے کیے گئے دعووں کو ثابت کرنے کے لیے حقائق اور ٹھوس استدلال کا استعمال کرتا ہے؟,کیا مصنف نے سامعین کو دلیل پر قائل کرنے کے لیے معتبر اور قابل اعتماد ذرائع کا استعمال کیا ہے؟,کیا مصنف سامعین تک موضوع پر اختیار پہنچانے کے لیے لہجے اور انداز کا استعمال کرتا ہے؟,مندرجہ ذیل سوالات میں سے کون سا طالب علم اس بات کا بہترین تعین کرنے کے لیے پوچھ سکتا ہے کہ آیا مصنف کسی حوالے میں پیتھوس کی قائل کرنے والی تکنیک کا استعمال کر رہا ہے؟
3,miscellaneous,1812 کی جنگ,میکسیکن جنگ,خانہ جنگی,امریکی انقلاب,کس جنگ کے دوران امریکی فوجیوں نے نیو اورلینز کی جنگ لڑی؟
0,miscellaneous,چکن,سانپ,گائے,سور,سور کی چربی بنانے کے لیے کون سا جانور استعمال ہوتا ہے؟
0,miscellaneous,سلیٹی,ٹھیک,درمیانہ,موٹے,اگر زیر زمین کی پارگمیتا تیز ہے تو، سب سے زیادہ ممکنہ طور پر ذیلی مٹی کی ساخت کی درجہ بندی کی جاتی ہے۔
2,miscellaneous,مسٹر روچیسٹر کے بارے میں زیادہ مثبت رائے رکھتے ہیں۔,لوگوں کو چہرے کی قیمت پر لینے کے لیے زیادہ تیار ہے۔,لوگوں کو زندگی میں ان کے سماجی مقام سے جج کرتا ہے۔,لوگوں کی شخصیت کی پیچیدگیوں میں زیادہ دلچسپی ہے۔,جین آئیر کا ایک حوالہ درج ذیل ہے۔ یہ وہ سارا اکاؤنٹ تھا جو مجھے مسز فیئر فیکس سے اس کے آجر اور میرے مالک سے ملا تھا۔ ایسے لوگ ہیں جو بظاہر کسی کردار کی خاکہ نگاری، یا اہم نکات کا مشاہدہ اور بیان کرنے کا کوئی تصور نہیں رکھتے، یا تو افراد یا چیزوں میں: اچھی عورت ظاہر ہے اس طبقے سے تعلق رکھتی ہے۔ میرے سوالات نے الجھن میں ڈال دیا، لیکن اسے باہر نہیں نکالا. مسٹر روچسٹر اس کی نظر میں مسٹر روچسٹر تھے، ایک شریف آدمی، ایک زمیندار مالک، مزید کچھ نہیں: اس نے مزید دریافت کیا اور مزید تلاش نہیں کی، اور ظاہر ہے کہ میں اپنی شناخت کے بارے میں مزید واضح تصور حاصل کرنے کی خواہش پر حیران ہوں۔ مسز فیئر فیکس اسپیکر سے مسز فیئر فیکس میں مختلف ہے۔
0,miscellaneous,24 گھنٹے کے دن کے دوران زمین کی گردش,سورج کے گرد زمین کا مدار دائرے کی بجائے بیضوی شکل کے طور پر,سن اسپاٹ سرگرمی کی مختلف مقدار,چاند گرہن کی نسبت زمین کی گردش کے محور کا جھکاؤ کیونکہ زمین سورج کے گرد گھومتی ہے۔,زمین کے موسم مندرجہ ذیل میں سے کس کی وجہ سے ہوتے ہیں؟
3,miscellaneous,مریم,لیہ,روتھ,جوچبیڈ,بائبل کے مطابق موسیٰ اور ہارون کی ایک بہن تھی جس کا نام کیا تھا؟
1,miscellaneous,نیویارک,الینوائے,پنسلوانیا,کنیکٹیکٹ,فرینک لائیڈ رائٹ کا ڈیزائن کردہ گھر کہاں ہے جسے فالنگ واٹر کہا جاتا ہے؟
0,miscellaneous,ایک ہنس,ایک ہارپ,ایک ٹوپی,ایک گائے,کہانی 'جیک اینڈ دی بین اسٹالک' میں جیک جادوئی پھلیاں حاصل کرنے کے لیے کیا تجارت کرتا ہے؟
0,miscellaneous,Vitameatavegamin,وٹامن ای,وٹامن 12,وٹامن اے,ان میں سے سب سے پہلے کس وٹامن کا نام لیا گیا؟
2,miscellaneous,8*10^27,8*10^25,8*10^23,8*10^21,انسانی سر میں کتنے پانی کے مالیکیول ہوتے ہیں؟
0,miscellaneous,جارج راجرز کلارک,گلبرٹ او سلیوان,راجرز ہورنسبی,رچرڈ راجرز,آسکر ہیمرسٹین II کے ساتھ موسیقی کس نے لکھی؟
3,miscellaneous,ہفتہ,جمعہ,پیر,اتوار,اگر کرسمس کا دن ہفتہ کو ہے تو اگلے نئے سال کا دن ہفتے کے کس دن آتا ہے؟
2,miscellaneous,کرسمس,سنکو ڈی میو,سانتا انا کی سالگرہ,میکسیکو کا یوم آزادی,5 مئی کو میکسیکو میں کون سی چھٹی ہوتی ہے؟
0,miscellaneous,Staphylococcus aureus,مائکوبیکٹیریم بووس,کلوسٹریڈیم ٹیٹانی,کلوسٹریڈیم بوٹولینم,مندرجہ ذیل میں سے کون سا بیکٹیریم کی ایک قسم ہے جو انیروبک حالات میں کھانے میں زہر پیدا کرتی ہے؟
3,miscellaneous,N_2، H_2O، CO_2، CH_4، اور NH_3,"Ne, Ar, Kr, اور Rn",C_2H_4 اور O_2,N_2 اور O_3,مندرجہ ذیل میں سے کون سی ان گیسوں کی فہرست دیتا ہے جو ممکنہ طور پر زمین کے ابتدائی ماحول کے سب سے بڑے اجزاء تھے؟
2,miscellaneous,گٹھیا,ذیابیطس,سیپٹیسیمیا,انفلوئنزا,جسم میں گلوکوز کو درست طریقے سے میٹابولائز کرنے میں ناکامی سے کون سی بیماری ہوتی ہے؟
3,miscellaneous,پال ایلن,پال ولیمز,اسٹیو ووزنیاک,سٹیو جابز,بل گیٹس کے ساتھ مل کر مائیکرو سافٹ کی بنیاد کس نے رکھی؟
0,miscellaneous,ایلینور روزویلٹ,بیس ٹرومین,روزلین کارٹر,ہلیری کلنٹن,سیاسی عہدے کے لیے انتخاب لڑنے والی پہلی خاتون اول کون تھیں؟
1,miscellaneous,ایک بڑا میپیٹ,ایک پرو ریسلنگ چیمپئن,پہلی جنگ عظیم کی بندوق,ایک دومکیت,بگ برتھا کون یا کیا تھا؟
0,miscellaneous,اسے کھرچنا,اس کا شکریہ,اسے چومو,اس پر دستک,بدقسمتی سے بچنے کے لیے بہت سے لوگ لکڑی کا کیا کرتے ہیں؟
1,miscellaneous,موٹر سائیکل,ٹرک,گاڑی,کشتی,فلم 'چٹی چٹی بینگ بینگ' میں کس قسم کا فلائنگ کنٹراپشن دکھایا گیا ہے؟
0,miscellaneous,آتشک,روبیلا,یرقان,ہیموفیلیا,"اس بیماری کا نام کیا ہے جسے ""بادشاہوں کی بیماری"" کہا جاتا ہے؟"
2,miscellaneous,تانبا,یورینیم,سوڈیم,ہیلیم,ان عناصر میں سے کس کا جوہری ماس سب سے زیادہ ہے؟
0,miscellaneous,ڈائی ہاٹسو,ٹویوٹا,مزدا,نسان,کس کار کمپنی نے ایک بار آٹوموبائل کی 'ڈیٹسن' لائن تیار اور فروخت کی تھی؟
0,miscellaneous,مائیکرو ویوز,ریڈیو کی لہریں,ایکس رے,گاما شعاعیں۔,برقی مقناطیسی سپیکٹرم کے کون سے حصے کی طول موج سب سے کم ہے؟
0,miscellaneous,کوئلہ,قدرتی گیس,تیل,لکڑی,مندرجہ ذیل میں سے کون سا قابل تجدید توانائی کا ذریعہ ہے؟
